Iniciativa;Dia/Semana;Data Inicial;Data Final;Principal usuario;Mencao inicial;Assunto;Impacto;Titulos;Posts;Usuarios;Alcance Potencial;RTs;Posts/Dia;Sent. Positivo;Sent. Negativo;Sent. Neutro;Duracao;Atualizacoes
Gauge;NA;2018-11-09;2018-11-09;NA;NA;Seguranca Física;Baixo;ALERTA DE RISCO 05269/18: (BAIXO) Usuários alertam para tentativa de assalto no RJ;30;29;69317;NA;30;NA;NA;NA;1;0
Gauge;NA;2018-11-09;2018-11-09;NA;NA;Institucional;Baixo;ALERTA INFORMATIVO 07267/18: (BAIXO) Portal publica sobre as previsões do Itaú para 2019;15;14;24090;NA;15;NA;NA;NA;1;0
Gauge;NA;2018-11-12;2018-11-12;NA;NA;Diversidade;Baixo;ALERTA DE RISCO 07274/18: (BAIXO) Internauta critica Itaú por atendimento, taxas e homofobia;1;1;41;NA;1;NA;NA;NA;1;0
Gauge;NA;2018-11-12;2018-11-13;NA;NA;Relações Políticas;Extremo;ALERTA DE CRISE 08272/18: (EXTREMO) Guilherme Boulos faz associações entre Itaú e decisões políticas;995;962;2483007;NA;497;NA;NA;NA;2;2
Gauge;NA;2018-11-12;2018-11-12;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08271/18: (BAIXO) Usuária menciona Lei Rouanet e faz associações com o Itaú;28;28;33448;NA;14;NA;NA;NA;1;0
Gauge;NA;2018-11-12;2018-11-12;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06270/18: (BAIXO) Jornalista reclama de débito indevido em sua conta;3;3;32833;NA;3;NA;NA;NA;1;0
Gauge;NA;2018-11-12;2018-11-12;NA;NA;Atendimento;Baixo;ALERTA DE RISCO 05273/18: (BAIXO) Usuário suspeita de fraude em boleto do Rock in Rio;2;2;166;NA;2;NA;NA;NA;1;0
Gauge;NA;2018-11-13;2018-11-13;NA;NA;Relações Políticas;Sem impacto;ALERTA DE RISCO 08273/18: Perfil associa políticos ao Itaú e demais bancos privados;0;NA;NA;NA;NA;NA;NA;NA;1;0
Gauge;NA;2018-11-13;2018-11-13;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07275/18: (BAIXO) Ex-presidente do Banco Central critica aprovação da compra da XP pelo Itaú;11;10;304190;NA;11;NA;NA;NA;1;0
Gauge;NA;2018-11-14;2018-11-14;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08276/18: (BAIXO) Usuário associa declaração de João Amoêdo com o Itaú;23;23;13010;NA;23;NA;NA;NA;1;0
Gauge;NA;2018-11-14;2018-11-14;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06277/18: (BAIXO) Usuária reclama de negativação indevida em sua conta do Itaú;12;12;34036;NA;12;NA;NA;NA;1;0
Gauge;NA;2018-11-14;2018-11-14;NA;NA;Atendimento;Baixo;ALERTA DE RISCO 03278/18: (BAIXO) Jornalista se queixa sobre falta de atendimento;1;1;3574;NA;1;NA;NA;NA;1;0
Gauge;NA;2018-11-15;2018-11-19;NA;NA;Relações Políticas;Extremo;ALERTA DE CRISE 08279/18: (EXTREMO) Usuários criticam a escolha de banqueiros para cargos públicos;886;853;2077635;NA;177;NA;NA;NA;5;3
Gauge;NA;2018-11-16;2018-11-16;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06280/18: (BAIXO) Influenciadora se queixa de problemas com aplicativo;4;4;35399;NA;4;NA;NA;NA;1;0
Gauge;NA;2018-11-17;2018-11-17;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08281/18: (BAIXO) Detrator do banco critica fala de Ilan Goldfajn de 2013;24;23;63074;NA;24;NA;NA;NA;1;0
Gauge;NA;2018-11-21;2018-11-22;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08282/18: (BAIXO) Detrator associa propostas econômicas de Paulo Guedes com o Itaú;99;99;148027;NA;50;NA;NA;NA;2;1
Gauge;NA;2018-11-24;2018-11-24;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06283/18: (BAIXO) Cliente Itaú questiona sobre desbloqueio de cartão;1;1;18847;NA;1;NA;NA;NA;1;0
Gauge;NA;2018-11-27;2018-11-28;NA;NA;Produtos e Serviços;Moderado;ALERTA INFORMATIVO 06284/18: (MODERADO) Repercussão sobre o serviço Apple Pay para débito;271;179;3129108;NA;136;NA;NA;NA;2;1
Gauge;NA;2018-11-27;2018-11-27;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07285/18: (BAIXO) Influenciador associa o Itaú com Instituto Alana;39;38;751530;NA;20;NA;NA;NA;1;0
Gauge;NA;2018-11-28;2018-11-29;NA;NA;Produtos e Serviços;Moderado;ALERTA DE RISCO 06286/18: (MODERADO) Repercussão sobre a divulgação de cupons Uber;232;141;189287;NA;77;NA;NA;NA;2;2
Gauge;NA;2018-12-03;2018-12-04;NA;NA;Institucional;Alto;ALERTA DE CRISE 07287/18: (ALTO) Itaú devolve obras para Biblioteca Nacional;500;472;29942174;NA;250;NA;NA;NA;2;3
Gauge;NA;2018-12-04;2018-12-06;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07289/18: (BAIXO) Divulgação de notícia sobre processo da CVM contra o Itaú;62;60;12672171;NA;21;NA;NA;NA;3;1
Gauge;NA;2018-12-04;2018-12-06;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07291/18: (BAIXO) Coworking fundado por Patrícia Villela Marino recebe críticas sobre relações trabalhistas;28;28;31227;NA;14;NA;NA;NA;3;0
Gauge;NA;2018-12-04;2018-12-04;NA;NA;Relações Trabalhistas;Baixo;ALERTA DE RISCO 12288/18: (BAIXO) Repercussão sobre paralisação após demissão de bancária;9;6;27827;NA;9;NA;NA;NA;1;0
Gauge;NA;2018-12-05;2018-12-05;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08290/18: (BAIXO) Repercussão de entrevista com Mário Mesquita sobre Reforma da Previdência;22;20;11603503;NA;22;NA;NA;NA;1;0
Gauge;NA;2018-12-08;2018-12-10;NA;NA;Relações Políticas;Extremo;ALERTA DE CRISE 08292/18: (EXTREMO) Usuários divulgam acusações contra o ministo Dias Toffoli;993;978;1342804;NA;331;NA;NA;NA;3;1
Gauge;NA;2018-12-08;2018-12-10;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08293/18: (MODERADO) Transações suspeitas de funcionário do senador Flávio Bolsonaro;219;176;447658;NA;109;NA;NA;NA;3;0
Gauge;NA;2018-12-10;2018-12-10;NA;NA;Produtos e Serviços;Moderado;ALERTA DE RISCO 06294/18: (MODERADO) Repercussão sobre intermitência no aplicativo Itaú;140;119;10841514;NA;140;NA;NA;NA;1;1
Gauge;NA;2018-12-11;2018-12-18;NA;NA;Relações Trabalhistas;Baixo;ALERTA DE RISCO 12301/18: (BAIXO) Repercussão sobre ausência de ar condicionado em agência;62;31;866231;NA;62;NA;NA;NA;8;1
Gauge;NA;2018-12-12;2018-12-13;NA;NA;Produtos e Serviços;Baixo;ALERTA INFORMATIVO 06296/2018: (BAIXO) Influenciador realiza novo tweet sobre problema em seu cartão;15;12;69218;NA;8;NA;NA;NA;2;0
Gauge;NA;2018-12-12;2018-12-12;NA;NA;Relações Trabalhistas;Baixo;ALERTA DE RISCO 12295/2018: (BAIXO) Itaú é condenado a indenizar gerente demitida;5;4;45718;NA;5;NA;NA;NA;1;0
Gauge;NA;2018-12-13;2018-12-14;NA;NA;Institucional;Alto;ALERTA DE RISCO 07297/2018: (ALTO) Pato Corporation menciona o Itaú em tweet sobre Bolsonaro;266;266;528717;NA;133;NA;NA;NA;2;1
Gauge;NA;2018-12-15;2018-12-17;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08298/18: (MODERADO) Influenciador associa Itaú à pauta política/social;278;277;243171;NA;93;NA;NA;NA;3;1
Gauge;NA;2018-12-15;2018-12-17;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08299/2018: (BAIXO) Internauta alega que o Itaú realizou doações para Instituto Millenium;33;33;142464;NA;12;NA;NA;NA;3;1
Gauge;NA;2018-12-17;2018-12-17;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08300/18: (BAIXO) Entrevista de Eduardo Vassimon sobre a Reforma da Previdência;28;27;9179776;NA;28;NA;NA;NA;1;1
Gauge;NA;2018-12-19;2018-12-19;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08302/18: (MODERADO) Transações atípicas de funcionário do senador Flávio Bolsonaro;89;89;106292;NA;89;NA;NA;NA;1;2
Gauge;NA;2018-12-19;2018-12-19;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08303/18: (BAIXO) - Decisão do Ministro Marco Aurélio balançou o mercado financeiro, segundo jornalista Giane Guerra;28;28;104880;NA;28;NA;NA;NA;1;0
Gauge;NA;2018-12-20;2018-12-21;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07304/18: (BAIXO) - Condomínio Laranjeiras;31;30;170422;NA;15;NA;NA;NA;2;0
Gauge;NA;2018-12-20;2018-12-21;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08305/18: (BAIXO) - Usuário associa o banco com Partido Novo;25;25;3901;NA;12;NA;NA;NA;2;0
Gauge;NA;2018-12-22;2018-12-23;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08306/18: (BAIXO) - Internauta critica Partido Novo e cita Itaú;16;13;2858;NA;8;NA;NA;NA;2;0
Gauge;NA;2018-12-26;2018-12-26;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07308/18: (BAIXO) Perfil Pato Corporation publica provocação associada a família Setubal;19;19;42363;NA;19;NA;NA;NA;1;0
Gauge;NA;2018-12-26;2018-12-27;NA;NA;Agência;Baixo;ALERTA DE RISCO 11309/18: (BAIXO) Repercussão sobre tentativa de assalto em agência do Itaú;11;10;14568;NA;6;NA;NA;NA;2;1
Gauge;NA;2018-12-26;2018-12-26;NA;NA;Atendimento;Baixo;ALERTA DE RISCO 03307/18: (BAIXO) Influenciadora solicita atendimento do Itaú;1;1;23476;NA;1;NA;NA;NA;1;0
Gauge;NA;2018-12-27;2019-01-03;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08311/18: (MODERADO) Repercussão de perdão de dívida do Itaú;144;139;98703;NA;18;NA;NA;NA;8;1
Gauge;NA;2018-12-27;2018-12-27;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08310/18: Assessora de candidato do PT realiza transações em conta bancária Itaú;52;19;3684;NA;52;NA;NA;NA;1;0
Gauge;NA;2018-12-30;2018-12-30;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08312/18: (MODERADO) Usuário critica gestão do RJ e menciona bikes do Itaú;79;70;15669;NA;79;NA;NA;NA;1;0
Gauge;NA;2018-12-30;2018-12-31;NA;NA;Mobilidade;Baixo;ALERTA DE RISCO 09314/18: (BAIXO) Repercussão sobre instabilidade na utilização das Bikes do Itaú;31;31;19430;NA;15;NA;NA;NA;2;0
Gauge;NA;2018-12-30;2018-12-30;NA;NA;Mobilidade;Baixo;ALERTA DE RISCO 09313/18: (BAIXO) Usuário com dificuldade para utilizar Bike Itaú;2;2;54;NA;2;NA;NA;NA;1;0
Gauge;Quarta;2019-01-02;2019-01-04;NA;NA;Mobilidade;Baixo;ALERTA DE RISCO 09315/19: (Baixo) Aumento da tarifa das bikes Itaú no RJ;60;53;129524;4;20;NA;NA;NA;3;0
Gauge;Quarta;2019-01-02;2019-01-04;Pato Corporation;https://twitter.com/PatoCorporation/status/1081222239977197569;Relações Políticas;Moderado;ALERTA DE RISCO 08316/19: (Moderado) Perfil Pato Corporation crítica o Itaú e a família Setubal;94;89;244408;91;19;NA;NA;NA;3;1
Gauge;Sexta;2019-01-04;2019-01-06;NA;NA;Institucional;Baixo;ALERTA INFORMATIVO 07317/19: (Baixo) Repercussão sobre valor de mercado do Itaú no B3;37;37;2206755;25;12;NA;NA;NA;3;0
Gauge;Segunda;2019-01-07;2019-01-08;Felipe Neto;https://twitter.com/felipeneto/status/1082303901842505729;Comunicação;Baixo;ALERTA RISCO 04318/19: (Baixo) Felipe Neto comenta sobre agências de comunicação;38;21;8348595;34;19;NA;NA;NA;2;1
Gauge;Segunda;2019-01-07;2019-01-09;NA;NA;Relações Políticas;Extremo;ALERTA DE CRISE 08319/19: (Extremo) Usuários comentam sobre juros do financiamento imobiliário;1478;1243;3317926;1316;493;NA;NA;NA;3;4
Gauge;Terça;2019-01-08;2019-01-14;NA;NA;Mobilidade;Baixo;ALERTA RISCO 09320/19: (Baixo) Internautas criticam dificuldades para utilizar a Bike Itaú;80;69;97067;7;11;NA;NA;NA;7;2
Gauge;Domingo;2019-01-13;2019-01-28;NA;NA;Agência;Baixo;ALERTA DE RISCO 11321/19: (Baixo) Idoso com dificuldade de locomoção;9;9;879;0;1;NA;NA;NA;16;16
Gauge;Quarta;2019-01-16;2019-01-16;NA;NA;Mobilidade;Baixo;ALERTA DE RISCO 09322/19: (Baixo) Internautas divulgam código de gratuidade para Bike Itaú;69;68;97515;4;69;NA;NA;NA;1;0
Gauge;Sexta;2019-01-18;2019-01-20;@camiladelmondes;https://twitter.com/camiladelmondes/status/1086215721321926656;Relações Políticas;Extremo;"ALERTA DE RISCO 08323/19: (Extremo) Influenciadora associa pauta política ao ""perdão da dívida""";916;893;942837;877;305;NA;NA;NA;3;3
Gauge;Sábado;2019-01-19;2019-01-28;NA;NA;Relações Políticas;Extremo;ALERTA DE RISCO 08324/19: (Extremo) Repercussão sobre depósitos realizados a Flávio Bolsonaro em conta Itaú;3963;3398;6050489;3778;396;NA;NA;NA;10;7
Gauge;Segunda;2019-01-21;2019-01-22;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06325/19: (Baixo) Usuários relatam instabilidade no aplicativo e internet banking;40;31;49509;0;20;NA;NA;NA;2;1
Gauge;Segunda;2019-01-21;2019-01-22;Ary Anti PT;https://twitter.com/Ary_AntiPT/status/1087467387769810944;Relações Políticas;Moderado;ALERTA DE RISCO 08326/19: (Moderado) Detrator do banco afirma que Youssef utilizou Itaú e outros 5 bancos para lavar dinheiro;102;101;894070;100;51;NA;NA;NA;2;1
Gauge;Segunda;2019-01-21;2019-01-30;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08327/19: (Moderado) Indenização de vítimas de rompimento da barragem;200;123;448610;175;20;NA;NA;NA;10;2
Gauge;Sexta;2019-02-01;2019-02-01;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06328/19: (Baixo) Usuários alegam intermitência nos canais digitais;26;23;15575;1;26;NA;NA;NA;1;1
Gauge;Segunda;2019-01-19;2019-02-04;NA;NA;Relações Trabalhistas;Baixo;ALERTA INFORMATIVO 12329/18: (Baixo) Repercussão sobre colaborador do banco fantasiado;32;32;27674;28;2;NA;NA;NA;17;0
Gauge;Segunda;2019-02-04;2019-02-13;NA;NA;Institucional;Extremo;ALERTA DE CRISE 07330/19: (Extremo) Repercussão sobre a divulgação dos resultados do Itaú;2908;2392;35628076;2395;323;NA;NA;NA;10;8
Gauge;Segunda;2019-02-04;2019-02-06;Raquel Stasiaki;https://twitter.com/RaquelStasiaki/status/1092530417184489473;Relações Políticas;Extremo;ALERTA DE CRISE 08331/19: (Extremo) Repercussão sobre a mesada do ministro Dias Toffoli;504;503;769394;503;168;NA;NA;NA;3;1
Gauge;Terça;2019-02-05;2019-02-07;NA;NA;Relações Políticas;Extremo;ALERTA DE CRISE 08332/19: (Extremo) Declaração de Candido Bracher sobre a Reforma da previdência;608;550;19334658;526;203;NA;NA;NA;3;2
Gauge;Sexta;2019-02-08;2019-02-12;NA;NA;Relações Políticas;Extremo;ALERTA DE CRISE 08333/19: (Extremo) Noticia sobre cobrança de acionistas do Itaú;1301;915;2534195;1130;325;NA;NA;NA;5;5
Gauge;Segunda;2019-02-11;2019-02-11;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08334/19: (Baixo) Repercussão sobre a noticia da Causa Operária;27;27;50681;21;27;NA;NA;NA;1;0
Gauge;Segunda;2019-02-11;2019-02-12;NA;NA;Institucional;Baixo;ALERTA INFORMATIVO 07335/19: (Baixo) Falecimento do exNApresidente do BC Fernão Bracher;57;54;619144;37;28;NA;NA;NA;2;1
Gauge;Terça;2019-02-12;2019-02-14;NA;NA;Segurança;Moderado;ALERTA DE RISCO 05336/19: (Moderado) Site de phishing usa domínio parecido com o do Itaú para aplicar golpe;84;80;690948;40;28;NA;NA;NA;3;3
Gauge;Quarta;2019-02-13;2019-02-14;Jornalismo Wando;https://twitter.com/JornalismoWando/status/1095614720655192065;Relações Políticas;Extremo;ALERTA DE CRISE 08337/19: (Extremo) Perfil Jornalismo Wando associa o Partido Novo com o Banco Itaú;1949;1872;2318610;1942;974;NA;NA;NA;2;3
Gauge;Quarta;2019-02-13;2019-02-14;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07338/19: (Baixo) Cade notifica a XP Investimentos sobre suposta quebra do acordo de venda para o Itaú;35;28;69624;30;17;NA;NA;NA;2;0
Gauge;Quinta;2019-02-14;2019-02-16;Tamine Lira;https://twitter.com/taminebb/status/1096182828704911367;Relações Políticas;Extremo;ALERTA DE CRISE 08339/19: (Extremo): Influenciadora associa o Itaú com problema na previdência;567;564;1039613;566;283;NA;NA;NA;3;2
Gauge;Sábado;2019-02-16;2019-02-20;NA;NA;Produtos e Serviços;Moderado;ALERTA DE RISCO 06340/19: (Moderado) Usuários relatam problemas de instabilidade;87;73;566393;2;17;NA;NA;NA;5;2
Gauge;Segunda;2019-02-18;2019-02-20;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08341/19: (Baixo) Repercussão de entrevista sobre a votação da Previdência;176;165;13501672;131;59;NA;NA;NA;3;1
Gauge;Quarta;2019-02-20;2019-02-22;Bic Muller;https://twitter.com/bicmuller/status/1098181831248232448;Institucional;Extremo;"ALERTA DE CRISE 07342/19: (Extremo) Influenciadora associa ""perdão da dívida"" com reclamação de cobrança";1304;1230;1282837;1303;435;NA;NA;NA;3;3
Gauge;Quarta;2019-02-27;2019-02-28;NA;NA;Relações Políticas;Alto;ALERTA DE CRISE 08344/19: (ALTO) Itaú é acusado de pagar publicitário para defender fim de aposentadoria;399;366;1063673;362;199;NA;NA;NA;2;2
Gauge;Quarta;2019-02-20;2019-03-10;NA;NA;Relações Políticas;Extremo;ALERTA DE CRISE 08343/19: (Extremo) Pato Corporation cita Itaú como favorecido da Reforma da Previdência;7141;5818;6779566;6519;376;NA;NA;NA;19;18
Gauge;Quinta;2019-02-28;2019-02-28;Olga Bagatini;https://twitter.com/OlgaBagatini/status/1100765079484747777;Fraude;Moderado;ALERTA DE RISCO 01345/19: (Moderado) Internauta realiza denúncia sobre golpe com cartões;263;254;408652;250;131;NA;NA;NA;1;1
Gauge;Domingo;2019-03-03;2019-03-04;PT no Senado;https://twitter.com/PTnoSenado/status/1102220333048827904;Relações Políticas;Moderado;ALERTA DE RISCO 08346/19: (Baixo) PT no Senado critica bancos privados por concentrarem grande fatia do mercado financeiro brasileiro;104;104;303528;103;52;NA;NA;NA;2;1
Gauge;Segunda;2019-03-04;2019-03-05;Viviane Bastos;https://twitter.com/vivika__/status/1102522691322564610;Relações Políticas;Moderado;ALERTA DE RISCO 08347/19: (Moderado) Usuária critica João Amoedo e associa o político ao Banco Itaú;113;111;193735;112;56;NA;NA;NA;2;1
Gauge;Terça;2019-03-12;2019-03-13;Prof. Sergio Lula da Silva;https://twitter.com/DonSergiones/status/1105228663321255942;Relações Políticas;Extremo;ALERTA DE CRISE 08348/19: (Extremo) Influenciador ironiza marcas;2042;1937;1839740;2034;680;NA;NA;NA;2;2
Gauge;Sexta;2019-03-15;2019-03-16;NA;NA;Produtos e Serviços;Moderado;ALERTA DE RISCO 06349/19: (Moderado) Repercussão sobre indisponibilidade de canais digitais;212;172;180010;14;106;NA;NA;NA;2;2
Gauge;Domingo;2019-03-17;2019-03-19;NA;NA;Relações Políticas;Extremo;ALERTA DE CRISE 08350/19: (Extremo) Bruno Setúbal ganha 1 milhão de reais no sorteio da Nota Fiscal Paulista e usuários associam Itaú;1374;1308;8965790;1319;458;NA;NA;NA;3;3
Gauge;Quinta;2019-03-21;2019-03-21;NA;NA;Mobilidade;Baixo;ALERTA DE RISCO 09351/19: (Baixo) Policiais prendem criminoso que roubou bicicleta do Itaú;54;49;380428;36;27;NA;NA;NA;1;0
Gauge;Sexta;2019-03-22;2019-03-27;NA;NA;Relações Políticas;Extremo;ALERTA DE CRISE 08352/19: (Extremo) Nova repercussão sobre associações do Itaú com a Reforma da Previdência;1516;1432;1754428;1203;253;NA;NA;NA;6;4
Gauge;Quarta;2019-03-27;2019-03-28;NA;NA;Relações Políticas;Extremo;ALERTA DE RISCO 08354/19: (Extremo) BNDES libera 320 milhões para Quod;580;538;1295684;504;193;NA;NA;NA;2;2
Gauge;Sexta;2019-03-29;2019-03-29;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06355/19: (Baixo) Repercussão sobre indisponibilidade dos canais PF/PJ;64;57;113913;1;64;NA;NA;NA;1;0
Gauge;Sexta;2019-03-22;2019-04-09;NA;NA;Relações Políticas;Alto;ALERTA DE CRISE 08352/19: (ALTO) Nova repercussão sobre associações do Itaú com a Reforma da Previdência;2008;1791;2381083;1446;100;NA;1;NA;19;6
Gauge;Terça;2019-03-26;2019-04-03;NA;NA;Comunicação;Moderado;ITAÚ ALERTA INFORMATIVO 04353/19: (Moderado) Nubank lança campanha #AsteriscoNão;436;170;282526;18;43;NA;0;1;9;14
Gauge;Terça;2019-04-02;2019-04-03;Josias Teófilo;https://twitter.com/josiasteofilo/status/1112805058989703168;Relações Políticas;Extremo;ALERTA DE CRISE 08356/19: (Extremo) NA Cineasta acusa Itaú Cinema de censurar seu filme;1116;1094;1658859;1110;372;NA;1;NA;2;1
Gauge;Sexta;2019-04-05;2019-04-08;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06357/19: (Baixo) Internautas reclamam sobre intermitência nos canais do Itaú;53;51;59430;0;10;NA;NA;NA;4;1
Gauge;Sábado;2019-04-06;2019-04-09;NA;NA;Agência;Baixo;"ALERTA DE RISCO 11358/19: (Baixo) ""Chupa cabra"" em caixa eletrônico Itaú";1;1;3361;0;1;NA;NA;NA;4;2
Gauge;Quarta;2019-04-08;2019-04-08;Raquel Sheherazade;https://twitter.com/RachelSherazade/status/1114257514672132096;Institucional;Baixo;ALERTA DE RISCO 07359/19: (Baixo) Raquel Sheherazade cita Itaú como um de seus patrocinadores;11;11;1495570;10;3;NA;NA;NA;1;0
Gauge;Terça;2019-04-09;2019-04-10;NA;NA;Relações Políticas;Extremo;ALERTA DE CRISE 08360/19: (Extremo) Novo ministro da educação associa Itaú ao comunismo;678;640;1019347;645;226;NA;1;NA;2;2
Gauge;Sábado;2019-04-13;2019-04-14;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08363/19: (Moderado) Repercute a notícia sobre o Itaú reduzir a projeção do PIB;298;328;18803427;244;120;NA;NA;NA;2;1
Gauge;Segunda;2019-04-22;2019-04-23;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08369/19: (Moderado) Internautas retomam críticas a reforma da Previdência;267;256;522293;242;134;NA;NA;NA;2;3
Gauge;Segunda;2019-04-15;2019-04-15;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08365/19: (Moderado) Usuários compartilham lista de patrocinadores e pedem boicote à Rede Globo;163;125;165851;163;82;NA;NA;NA;1;0
Gauge;Segunda;2019-04-15;2019-04-16;NA;NA;Institucional;Baixo;ALERTA DE INFORMATIVO 07366/19: (Baixo) Itaú investimentos compra Wiser Educação;63;60;608829;42;32;NA;NA;NA;2;1
Gauge;Sexta;2019-04-12;2019-04-14;Raquel Stasiaki;https://twitter.com/RaquelStasiaki/status/1116734517962788866;Relações Políticas;Moderado;ALERTA DE RISCO 08362/19: (Moderado) Nova repercussão sobre a mesada do ministro Dias Toffoli;156;156;185851;155;52;NA;NA;NA;3;1
Gauge;Terça;2019-04-16;2019-04-16;Cesarlodi;https://twitter.com/Cesarlodi/status/1118158857631674368;Agência;Baixo;ALERTA DE RISCO 11367/19: (Baixo) Usuário acusa atendentes de racismo;1;1;206;0;1;NA;NA;NA;1;0
Gauge;Segunda;2019-04-22;2019-04-23;José Simão;https://twitter.com/jose_simao/status/1120364661646528515;Institucional;Extremo;ALERTA DE CRISE 07370/19: (Extremo) Jornalista ironiza declaração do Imposto de Renda;546;543;5562721;545;273;NA;1;NA;2;3
Gauge;Domingo;2019-04-14;2019-04-14;Pato Corporation;https://twitter.com/PatoCorporation/status/1115407774203174912;Relações Políticas;Baixo;ALERTA DE RISCO 08364/19: (Baixo) Detrator do banco critica Paulo Guedes e cita Itaú;21;21;46764;20;11;NA;NA;NA;1;0
Gauge;Quarta;2019-04-24;2019-04-25;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07373/19: (Baixo) Internautas criticam Livraria Cultura e citam o Itaú;75;60;107479;22;38;NA;NA;NA;2;3
Gauge;Quarta;2019-04-24;2019-04-24;Revisão Magistratura;https://twitter.com/RevMagistratura/status/1120843898920865798;Atendimento;Baixo;ALERTA DE RISCO 03371/19: (Baixo) Perfil realiza reclamação sobre cartão negado;1;1;6278;0;1;NA;NA;NA;1;0
Gauge;Quarta;2019-04-24;2019-04-24;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06372/19: (Baixo) Usuários relatam problemas de instabilidade;14;13;5152;0;14;NA;NA;NA;1;0
Gauge;Sexta;2019-04-26;2019-04-30;NA;NA;Comunicação;Extremo;ALERTA DE CRISE 04374/19: (Extremo) Influenciadores e internautas associam o Itaú a veto de Bolsonaro;1237;1003;12339086;880;247;0;0;1;5;5
