Iniciativa;Dia/Semana;Data Inicial;Data Final;Principal usuario;Mencao inicial;Assunto;Impacto;Titulos;Posts;Usuarios;Alcance Potencial;RTs;Posts/Dia;Sent. Positivo;Sent. Negativo;Sent. Neutro;Duracao;Atualizacoes
Gauge;NA;2020-07-01;2020-07-30;NA;NA;Atendimento;Moderado;ALERTA 03760/20: (Moderado) Internautas voltam a reclamar dos canais de atendimento;350;305;510594;16;12;NA;NA;NA;30;19
Gauge;NA;2020-07-01;2020-07-31;NA;NA;Agência;Alto;ALERTA 11757/20: (ALTO) Problemas nas agências são relatados pelos clientes;789;667;728664;25;25;NA;1;NA;31;25
Gauge;NA;2020-07-03;2020-07-06;NA;NA;Fraude e Vazamento;Baixo;ALERTA 01759/20: (Baixo) Possível clonagem do cartão de crédito dos clientes do Nubank e Itaú;48;45;103349;25;12;NA;NA;NA;4;0
Gauge;NA;2020-07-03;2020-07-31;NA;NA;Instabilidade;Alto;ALERTA 10758/20: (ALTO) Clientes relatam instabilidade nos canais digitais;633;506;2945062;35;22;NA;1;NA;29;23
Gauge;NA;2020-07-08;2020-07-21;NA;NA;Produtos e Serviços;Moderado;ALERTA 06762/20: (Moderado) Usuários relatam dificuldades em adquirir o crédito do Pronampe;379;190;107112;112;27;NA;NA;NA;14;8
Gauge;NA;2020-07-13;2020-07-15;NA;NA;Produtos e Serviços;Moderado;ALERTA 06763/20: (Moderado) Críticas ao fundo Itaú Ações Blue;169;168;169953;159;56;NA;NA;NA;3;1
Gauge;NA;2020-07-17;2020-07-20;NA;NA;Relações Políticas;Baixo;ALERTA 08764/20: (Baixo) Suposta acusação do Itaú ao Vereador Ricardo Nunes por possível quebra de sigilo fiscal;45;41;449401;34;11;NA;NA;NA;4;1
Gauge;NA;2020-07-20;2020-07-22;NA;NA;Diversidade;Moderado;ALERTA 02767/20: (Moderado) Internautas retomam suposto caso de racismo;258;4;13566;257;86;NA;NA;NA;3;0
Gauge;NA;2020-07-20;2020-07-24;NA;NA;Relações Políticas;Moderado;ALERTA 08766/20: (Moderado) Internautas retomam críticas aos lucros dos bancos;153;146;668264;135;31;NA;NA;NA;5;2
Gauge;NA;2020-07-20;2020-07-30;NA;NA;Relações Políticas;Extremo;ALERTA 08765/20: (Extremo) Associam o Itaú ao termo PSL Personnalité ao criticar o Partido Novo;10345;7478;12996713;9534;940;NA;1;NA;11;8
Gauge;NA;2020-07-22;2020-07-26;NA;NA;Responsabilidade Socioambiental;Extremo;ALERTA 14768/20: (Extremo) Influenciadores criticam plano apresentado por grandes bancos para preservação da Amazônia;827;794;1549842;792;165;NA;1;NA;5;2
Gauge;NA;2020-07-22;2020-07-23;NA;NA;Produtos e Serviços;Moderado;ALERTA 06769/20: (Moderado) Internautas alegam prática de juros distintas no Itaú do Brasil e do Paragua;113;111;247975;110;57;NA;NA;NA;2;0
Gauge;NA;2020-07-24;2020-07-27;NA;NA;Institucional;Moderado;"ALERTA 07770/20: (Moderado) Usuários associam fala durante encontro ""Mulheres com a Palavra"" ao Itaú";154;145;107065;130;39;NA;NA;NA;4;2
Gauge;NA;2020-07-24;2020-07-28;NA;NA;Fraude e Vazamento;Baixo;ALERTA 01771/20: (Baixo) Cliente é vítima do golpe da troca dos envelopes em agência;1;1;294;0;0;NA;NA;NA;5;0
Gauge;NA;2020-07-28;2020-07-31;NA;NA;Institucional;Baixo;ALERTA 07772/20: (Baixo) Internautas criticam relatório do Itaú BBA;122;114;149385;79;31;NA;NA;NA;4;3
Gauge;NA;2020-08-12;2020-08-17;NA;NA;Relações Políticas;Moderado;ALERTA 08783/20: (Moderado) Internautas combinam termos de conotação política ao Personnalité;188;132;329360;76;31;NA;NA;NA;6;3
Gauge;NA;2020-08-09;2020-08-11;NA;NA;Relações Trabalhistas;Baixo;ALERTA 12782/20: (Baixo) ExNAgerente do Itautec foi acusado de assédio moral no Twitter;104;83;107113;31;35;NA;NA;NA;3;1
Gauge;NA;2020-08-03;2020-08-13;NA;NA;Institucional;Alto;ALERTA 07778/20: (ALTO) NA Repercussão sobre a divulgação dos resultados do 2º trimestre;1034;823;37943561;631;94;NA;50;50;11;9
Gauge;NA;2020-07-31;2020-08-07;NA;NA;Relações Políticas;Extremo;ALERTA 08775/20: (Extremo) Itaú é novamente associado com a política Marina Silva;1131;1101;2259835;1106;141;NA;1;NA;8;3
Gauge;NA;2020-08-03;2020-08-06;NA;NA;Relações Políticas;Moderado;ALERTA 08779/20: (Moderado) Itaú é associado com o ministro Paulo Guedes;92;85;195363;88;23;NA;NA;NA;4;1
Gauge;NA;2020-08-22;2020-08-25;NA;NA;Relações Políticas;Moderado;ALERTA 08787/20: (Moderado) Internautas criticam o Itaú por lista criada para redução de gastos públicos;208;206;506934;199;52;NA;NA;NA;4;1
Gauge;NA;2020-08-20;2020-08-24;NA;NA;Diversidade;Alto;ALERTA 02786/20: (ALTO) Internautas retomam suposto caso de racismo com influenciadora;662;7;42625;660;132;NA;1;NA;5;2
Gauge;NA;2020-08-21;2020-08-24;@89nuncamais;https://twitter.com/89nuncamais/status/1296958700687695878;Diversidade;Baixo;ALERTA 02789/20: (Baixo) Perfil tenta retomar caso de suposta demissão devido a orientação sexual;29;1;5954;29;7;NA;NA;NA;4;0
Gauge;NA;2020-07-30;2020-08-30;NA;NA;Comunicação;Moderado;ALERTA 04773/20: (Moderado) Críticas do público sobre campanha do Itaú Personnalité;173;144;2898216;20;5;NA;NA;NA;32;16
Gauge;NA;2020-08-21;2020-08-30;NA;NA;Relações Políticas;Extremo;ALERTA 08788/20: (Extremo) Internautas retomam associação de termos políticos ao Personnalité;2340;2264;4256947;2214;234;NA;1;NA;10;4
Gauge;NA;2020-08-18;2020-08-30;NA;NA;Produtos e Serviços;Moderado;ALERTA 06785/20: (Moderado) Internautas criticam a campanha Iphone para Sempre;150;120;417395;33;12;NA;NA;NA;13;9
Gauge;NA;2020-08-01;2020-08-31;NA;NA;Comunicação;Alto;ALERTA 04777/20: (ALTO) NA Repercussão negativa da Campanha Travessia;820;768;1393486;749;29;NA;1;NA;31;20
Gauge;NA;2020-07-31;2020-08-31;NA;NA;Instabilidade;Moderado;ALERTA 10776/20: (Moderado) Clientes relatam instabilidade nos canais digitais;485;403;390318;12;15;NA;NA;NA;32;21
Gauge;NA;2020-08-16;2020-08-21;NA;NA;Relações Políticas;Baixo;ALERTA 08784/20: (Baixo) Internautas ameaçam possível boicote ao Itaú e empresas anunciantes na Globo;76;75;112484;68;13;NA;NA;NA;6;1
Gauge;NA;2020-07-30;2020-08-31;NA;NA;Atendimento;Moderado;ALERTA 03774/20: (Moderado) Clientes reclamam dos canais de atendimento do Itaú;419;351;2839492;34;13;NA;NA;NA;33;19
Gauge;NA;2020-08-01;2020-08-28;NA;NA;Agência;Alto;ALERTA 11780/20: (ALTO) Clientes reclamam de problemas em agências;796;693;860086;31;29;NA;1;NA;28;16
Gauge;NA;2020-08-06;2020-09-05;NA;NA;Relações Trabalhistas;Extremo;ALERTA 12781/20: (Extremo) Perfis sindicais manifestam com a hashtag #NaLutaPeloEmprego;19475;1930;1320554;13659;628;NA;1;NA;31;22
Gauge;NA;2020-09-03;2020-09-06;NA;NA;Produtos e Serviços;Moderado;ALERTA 06800/20: (Moderado) Influenciadora critica abordagem com possível oferta de PIC;238;186;180311;22;60;NA;NA;NA;4;2
Gauge;NA;2020-08-30;2020-09-08;NA;NA;Produtos e Serviços;Baixo;ALERTA 06793/20: (Baixo) Usuários permanecem criticando a campanha Iphone para Sempre;33;24;52799;6;3;NA;NA;NA;10;3
Gauge;NA;2020-09-06;2020-09-07;NA;NA;Diversidade;Moderado;ALERTA 02802/20: (Moderado) Perfil retoma publicações sobre suposto caso de racismo;479;10;25456;474;240;NA;NA;NA;2;0
Gauge;NA;2020-08-29;2020-09-05;NA;NA;Cultura, Educação e Esporte;Baixo;ALERTA 13791/20: (Baixo) Carta aos possíveis patrocinadores do Esporte Clube Pinheiros;70;70;54836;0;9;NA;NA;NA;8;4
Gauge;NA;2020-08-31;2020-09-06;NA;NA;Institucional;Alto;ALERTA 07792/20: (ALTO) Internautas comentam suposta dívida do Itaú;775;725;2088634;738;111;NA;1;NA;7;4
Gauge;NA;2020-08-30;2020-09-15;NA;NA;Relações Políticas;Baixo;ALERTA 08798/20: (Baixo) Usuários combinam termos políticos ao Personnalité;128;112;115420;53;8;NA;NA;NA;17;5
Gauge;NA;2020-09-11;2020-09-13;NA;NA;Fraude e Vazamento;Baixo;ALERTA 01806/20: (Baixo) Influenciadora denuncia tentativa de golpe via WhatsApp;32;27;209331;8;6;NA;NA;NA;3;2
Gauge;NA;2020-08-27;2020-09-12;NA;NA;Relações Políticas;Extremo;ALERTA 08790/20: (Extremo) Usuários retomam suposto empréstimo dos bancos ao BNDES;2921;2625;3952928;2851;172;NA;1;NA;17;9
Gauge;NA;2020-08-28;2020-09-13;NA;NA;Agência;Baixo;ALERTA 11803/20: (Baixo) Usuário relatou caso de assédio em uma agência do Itaú no Rio de Janeiro;5;5;317746;4;0;NA;NA;NA;17;2
Gauge;NA;2020-09-09;2020-09-09;NA;NA;Comunicação;Baixo;"ALERTA 04804/20: (Baixo) Usuários criticam suposta publicação do Itaú: ""Extrato dos Impulsivos""";64;46;48496;39;64;NA;NA;NA;1;0
Gauge;NA;2020-08-30;2020-09-12;NA;NA;Comunicação;Baixo;ALERTA 04795/20: (Baixo) Repercussão negativa da campanha do Itaú Personnalité;16;15;12873;0;1;NA;NA;NA;14;3
Gauge;NA;2020-09-04;2020-09-18;NA;NA;Instabilidade;Baixo;ALERTA 10801/20: (Baixo) Internautas relatam supostas falhas de processamento da CIP;144;113;92217;2;10;NA;NA;NA;15;7
Gauge;NA;2020-09-21;2020-09-23;NA;NA;Responsabilidade Sócioambiental;Baixo;ALERTA 14810/20: (Baixo) Luisa Mell pede posicionamento dos bancos sobre Pantanal;1;1;41;0;0;NA;NA;NA;3;0
Gauge;NA;2020-09-19;2020-09-21;NA;NA;Institucional;Extremo;ALERTA 07809/20: (Extremo) Internautas criticam o banco por suposta dívida perdoada;592;591;626837;583;197;NA;1;NA;3;0
Gauge;NA;2020-09-17;2020-09-30;NA;NA;Institucional;Alto;ALERTA 07808/20: (ALTO) Itaú e Todos pela Saúde são acionados no combate às fake news;1006;915;1671155;924;72;NA;1;NA;14;10
Gauge;NA;2020-09-10;2020-09-30;NA;NA;Relações Trabalhistas;Extremo;ALERTA 12805/20: (Extremo) Sindicatos criticam supostas demissões feitas pelo Itaú;7024;1379;3505873;4855;334;NA;1;NA;21;16
Gauge;NA;2020-08-20;2020-09-29;NA;NA;Diversidade;Extremo;ALERTA 02794/20: (Extremo) Internautas criticam campanha Trainee 2021;9145;7236;10326162;7516;223;NA;1;NA;41;22
Gauge;NA;2020-09-16;2020-09-25;NA;NA;Institucional;Baixo;ALERTA 07811/20: (Baixo) Usuários insinuam que o Itaú é contrário à empresas de criptomoedas;35;16;30622;6;4;NA;NA;NA;10;0
Gauge;NA;2020-09-03;2020-09-29;NA;NA;Comunicação;Moderado;ALERTA 04807/20: (Moderado) Internautas criticam recomendações da campanha Todos Pela Saúde;433;333;177394;1;16;NA;NA;NA;27;8
Gauge;NA;2020-08-28;2020-09-30;NA;NA;Agência;Alto;ALERTA 11796/20: (ALTO) Internautas relatam supostos problemas em agências;695;612;712693;16;20;NA;1;NA;34;15
Gauge;NA;2020-08-30;2020-09-30;NA;NA;Instabilidade;Moderado;ALERTA 10797/20: (Moderado) Clientes relatam instabilidade nos canais digitais;540;463;629229;17;17;NA;NA;NA;32;13
Gauge;NA;2020-08-31;2020-09-30;NA;NA;Atendimento;Moderado;ALERTA 03799/20: (Moderado) Internautas se queixam dos canais de atendimento do Itaú;455;397;796362;37;15;NA;NA;NA;31;12
Gauge;NA;2020-09-30;2020-10-31;NA;NA;Relações Trabalhistas;Extremo;ALERTA 12817/20: (Extremo) Nova mobilização contra as supostas demissões pelo Itaú;12416;2054;5778937;8815;338;NA;1;NA;32;31
Gauge;NA;2020-09-30;2020-10-30;NA;NA;Instabilidade;Extremo;ALERTA 10812/20: (Extremo) Internautas alegam instabilidade nos canais digitais;3970;3094;22142163;858;128;NA;1;NA;31;14
Gauge;NA;2020-10-10;2020-10-15;NA;NA;Relações Políticas;Extremo;ALERTA 08826/20: (Extremo) Itaú é mencionado em acusação do The Intercept a Olavo de Carvalho;2731;2201;22664589;2484;455;NA;1;NA;6;7
Gauge;NA;2020-10-01;2020-10-13;NA;NA;Relações Políticas;Alto;ALERTA 08818/20: (ALTO) Usuários associam o candidato Wesley Teixeira (PSOL) ao Itaú;1415;1314;1712581;1280;109;NA;1;NA;13;3
Gauge;NA;2020-09-25;2020-10-19;NA;NA;Comunicação;Alto;ALERTA 04819/20: (ALTO) Usuários reagem negativamente na campanha Marca Cidadã;1299;498;608540;1086;50;NA;1;NA;25;5
Gauge;NA;2020-10-22;2020-10-26;NA;NA;Institucional;Extremo;ALERTA 07832/20: (Extremo) Bracher é criticado em debate Comunicação da Solidariedade;1259;1251;2210176;1254;252;NA;1;NA;5;3
Gauge;NA;2020-10-07;2020-10-14;NA;NA;Relações Políticas;Alto;ALERTA 08823/20: (ALTO) Usuários criticam Fux e Itaú após desbloqueio de R$2 bi;774;628;2468572;646;97;NA;1;NA;8;2
Gauge;NA;2020-10-05;2020-10-19;NA;NA;Instabilidade;Alto;ALERTA 10821/20: (ALTO) Menções negativas envolvendo Pix e Itaú;769;704;11633855;222;51;NA;1;NA;15;6
Gauge;NA;2020-09-30;2020-10-30;NA;NA;Agência;Alto;ALERTA 11813/20: (ALTO) Clientes alegam possíveis problemas em agências;763;677;979647;13;25;NA;1;NA;31;10
Gauge;NA;2020-10-01;2020-10-15;NA;NA;Relações Políticas;Alto;ALERTA 08820/20: (ALTO) Retomaram associação entre Itaú e Partido Novo após debate político;743;666;1081899;579;50;NA;1;NA;15;3
Gauge;NA;2020-09-30;2020-10-30;NA;NA;Atendimento;Moderado;ALERTA 03815/20: (Moderado) Usuários reclamam dos canais de atendimento do banco;447;379;393744;3;14;NA;NA;NA;31;11
Gauge;NA;2020-10-20;2020-10-25;NA;NA;Comunicação;Moderado;ALERTA 04833/20: (Moderado) Internautas criticam terceira live de ação do Leia Para Uma Criança;394;350;751143;22;66;NA;NA;NA;6;3
Gauge;NA;2020-10-08;2020-10-12;NA;NA;Comunicação;Moderado;ALERTA 04825/20: (Moderado) Internautas criticam ação do Leia Para Uma Criança;249;197;233443;63;50;NA;NA;NA;5;2
Gauge;NA;2020-10-23;2020-10-26;NA;NA;Fraude e Vazamento;Baixo;ALERTA 01834/20: (Baixo) Usuários pedem posicionamento dos bancos e reembolso a vítima Murilo Marques;138;111;150233;30;35;NA;NA;NA;4;1
Gauge;NA;2020-10-17;2020-10-19;NA;NA;Relações Políticas;Moderado;ALERTA 08829/20: (Moderado) Internautas associam o Itaú ao PSOL e a suposta extração de nióbio;128;127;321945;123;43;NA;NA;NA;3;0
Gauge;NA;2020-09-30;2020-10-01;NA;NA;Institucional;Baixo;ALERTA 07816/20: (Baixo) Itaú é associado negativamente em decisão de privatizar saneamento básico em Maceió/AL;84;70;31048;74;42;NA;NA;NA;2;0
Gauge;NA;2020-10-05;2020-10-07;NA;NA;Atendimento;Baixo;ALERTA 03822/20: (Baixo) Rodrigo Janot realiza críticas ao Itaú;68;42;518572;32;23;NA;NA;NA;3;1
Gauge;NA;2020-09-29;2020-10-01;NA;NA;Comunicação;Baixo;ALERTA 04814/20: (Baixo) Internautas criticam campanha Novo Crédito com Garantia de Imóvel Financiado;65;64;132457;61;22;NA;NA;NA;3;0
Gauge;NA;2020-10-16;2020-10-17;NA;NA;Agência;Baixo;ALERTA 11828/20: (Baixo) Usuária divulga conversas sobre atitude suspeita de agente do banco;62;52;36755;5;31;NA;NA;NA;2;1
Gauge;NA;2020-10-08;2020-10-15;NA;NA;Mobilidade;Baixo;ALERTA 09824/20: (Baixo) Internautas criticam novos planos da Tembici;60;43;415859;11;8;NA;NA;NA;8;2
Gauge;NA;2020-10-15;2020-10-19;NA;NA;Relações Políticas;Baixo;ALERTA 08827/20: (Baixo) Humorista associa Itaú com o caso do político Chico Rodrigues;55;55;3158884;47;11;NA;NA;NA;5;2
Gauge;NA;2020-10-19;2020-10-23;NA;NA;Diversidade;Baixo;ALERTA 02831/20: (Baixo) Associações negativas entre Itaú e Nubank, após entrevista de Cristina Junqueira no Roda Viva;44;42;47933;3;9;NA;NA;NA;5;2
Gauge;NA;2020-10-29;2020-11-02;NA;NA;Comunicação;Baixo;ALERTA 04838/20: (Baixo) Internautas criticam última live do Leia Para Uma Criança;36;33;99456;1;7;NA;NA;NA;5;1
Gauge;NA;2020-10-27;2020-10-28;NA;NA;Institucional;Baixo;ALERTA 07836/20: (Baixo) Internautas associam Itaú e Moreira Salles negativamente em caso do Botafogo;26;24;17439;3;13;NA;NA;NA;2;0
Gauge;NA;2020-10-14;2020-10-19;NA;NA;Comunicação;Baixo;ALERTA 04830/20: (Baixo) Críticas à segunda ação do Leia Para Uma Criança;15;15;22396;2;3;NA;NA;NA;6;0
Gauge;NA;2020-10-23;2020-10-30;NA;NA;Cultura, Educação e Esporte;Baixo;ALERTA 13835/20: (Baixo) Repercussão sobre a distribuição dos livros da campanha Leia Para Uma Criança;5;5;2084;0;1;NA;NA;NA;8;2
Gauge;NA;2020-11-03;2020-11-03;NA;NA;Institucional;Baixo;ALERTA 07840/20: (Baixo) Internautas criticam suposta aquisição de ativos do Itaucard pelo Banco Safra;20;14;29784;2;20;NA;NA;NA;1;0
Gauge;NA;2020-11-03;2020-11-04;NA;NA;Institucional;Baixo;ALERTA 07844/20: (Baixo) NA Internautas criticam o Itaú por vender parte de sua porcentagem da XP;20;19;137448;6;10;NA;NA;NA;2;0
Gauge;NA;2020-10-31;2020-11-01;NA;NA;Institucional;Extremo;ALERTA 07839/20: (Extremo) Guilherme Boulos insere cobrança de suposta dívida do Itaú como plano de governo;1570;1366;5204106;1470;197;NA;1;NA;8;3
Gauge;NA;2020-11-08;2020-11-10;NA;NA;Agência;Moderado;ALERTA 11847/20: (Moderado) Usuários cobram Itaú sobre gato preso em agência;353;314;377673;287;118;NA;NA;NA;3;1
Gauge;NA;2020-11-11;2020-11-14;NA;NA;Relações Trabalhistas;Baixo;ALERTA 12850/20: (Baixo) Perfis sindicais criticam suposta mudança de metas do Programa AGIR;29;27;15190;10;7;NA;NA;NA;4;0
Gauge;NA;2020-11-06;2020-11-11;NA;NA;Institucional;Baixo;ALERTA 07848/20: (Baixo) Repercussão negativa sobre executivos do Itaú;19;18;861.49;8;3;NA;NA;NA;6;0
Gauge;NA;2020-11-06;2020-11-14;NA;NA;Relações Políticas;Moderado;ALERTA 08846/20: (Moderado) Repercussão negativa sobre a 11ª Edição da Conferência Itaú Macro Vision;158;151;726274;117;32;NA;NA;NA;5;3
Gauge;NA;2020-11-08;2020-11-16;NA;NA;Comunicação;Extremo;ALERTA 04849/20: (Extremo) Críticas à Credicard por suposta adesão ao movimento Sleeping Giants sobre o portal Gazeta do Povo;1583;1084;1224651;435;176;NA;1;NA;9;4
Gauge;NA;2020-11-03;2020-11-17;NA;NA;Institucional;Alto;ALERTA 07842/20: (ALTO) Repercussão sobre a divulgação dos resultados no 3º tri/20;1253;530;13191120;732;84;NA;1;0;15;9
Gauge;NA;2020-11-13;2020-11-18;NA;NA;Relações Políticas;Baixo;ALERTA 08851/20: (Baixo) Repercussão após associação entre Itaú e a bancada ruralista durante o Greg News HBO;77;68;178404;28;13;NA;NA;NA;6;2
Gauge;NA;2020-11-20;2020-11-22;NA;NA;Diversidade;Alto;ALERTA 02854/20: (ALTO) Usuários retomam acusações ao banco após crise do Carrefour e Dia da Consciência Negra;693;191;326352;651;231;NA;1;NA;3;3
Gauge;NA;2020-11-24;2020-11-26;NA;NA;Fraude e Vazamento;NA;ALERTA 01855/20: Influenciador Esdras Andrade cai em golpe e aciona o Itaú;0;NA;NA;NA;NA;NA;NA;NA;3;1
Gauge;NA;2020-11-23;2020-11-29;NA;NA;Produtos e Serviços;Baixo;ALERTA 06856/20: (Baixo) Reclamações sobre o feirão de negociação de dívidas;30;30;97218;25;8;NA;NA;NA;7;2
Gauge;NA;2020-10-31;2020-11-28;NA;NA;Relações Trabalhistas;Alto;ALERTA 12841/20: (ALTO) Usuários manifestam sobre possíveis desligamentos do banco;2487;546;866885;1429;86;NA;1;NA;29;15
Gauge;NA;2020-10-30;2020-11-30;NA;NA;Instabilidade;Alto;ALERTA 10837/20: (ALTO) Usuários relatam inconsistência nos canais digitais do Itaú;811;695;655774;16;25;NA;1;NA;32;15
Gauge;NA;2020-10-30;2020-11-30;NA;NA;Agência;Alto;ALERTA 11845/20: (ALTO) Clientes reclamam de problemas em agências do Itaú;1399;1144;1189812;423;44;NA;1;NA;32;11
Gauge;NA;2020-11-16;2020-11-30;NA;NA;Produtos e Serviços;Moderado;ALERTA 06852/20: (Moderado) Correntistas relatam problemas ao tentar acesso ao PIX;487;392;1625130;19;32;NA;NA;NA;15;11
Gauge;NA;2020-10-30;2020-11-30;NA;NA;Atendimento;Moderado;ALERTA 03843/20: (Moderado) Internautas reclamam de supostos problemas dos canais de atendimento do Itaú;462;374;360930;15;14;NA;NA;NA;32;11
Gauge;NA;2020-11-30;2020-12-01;NA;NA;Instabilidade;Baixo;ALERTA 10858/20: (Baixo) Usuários reclamam de lentidão para receber 13° salário e outros pagamentos;25;19;15407;3;13;NA;NA;NA;2;0
Gauge;NA;2020-12-04;2020-12-06;NA;NA;Institucional;Baixo;ALERTA 07865/20: (Baixo) Repercussão contra anunciantes após caso de assédio na Rede Globo;21;17;5637;2;7;NA;NA;NA;3;1
Gauge;NA;2020-12-01;2020-12-06;NA;NA;Segurança Física;Extremo;ALERTA 05857/20: (Extremo) Repercussão sobre assalto em Criciúma (SC);1880;1683;1691042;1357;313;NA;1;NA;6;3
Gauge;NA;2020-12-01;2020-12-07;NA;NA;Diversidade;Extremo;ALERTA 02859/20: (Extremo) Cliente acusa o banco de discriminação racial em agência;9140;8021;8032205;8391;1306;NA;1;NA;7;8
Gauge;NA;2020-12-01;2020-12-09;NA;NA;Responsabilidade Socioambiental;Baixo;ALERTA 14867/20: (Baixo) Críticas à 1ª Conferência Itaú Amazônia;26;24;30785;12;3;NA;NA;NA;9;3
Gauge;NA;2020-12-04;2020-12-07;NA;NA;Relações Políticas;Extremo;ALERTA 08866/20: (Extremo) Apoiadores do governo criticam portais de notícias e anunciantes;567;492;1223270;443;142;NA;1;NA;4;1
Gauge;NA;2020-12-02;2020-12-12;NA;NA;Instabilidade;Moderado;ALERTA 10862/20: (Moderado) Falha no app via sistema operacional iOS;287;229;2441483;30;26;NA;NA;NA;11;6
Gauge;NA;2020-12-09;2020-12-13;NA;NA;Diversidade;Baixo;ALERTA 02869/20: (Baixo) Internautas relembram suposto racismo sofrido pela influenciadora Lorena;15;8;28913;13;3;NA;NA;NA;5;1
Gauge;NA;2020-12-10;2020-12-27;NA;NA;Produtos e Serviços;Alto;ALERTA 06870/20: (ALTO) Influenciador relata bloqueio em conta do banco e seguidores manifestam;631;556;955752;98;35;NA;1;NA;18;7
Gauge;NA;2020-12-08;2020-12-13;NA;NA;Relações Políticas;Extremo;ALERTA 08868/20: (Extremo) Internautas associam Personnalité a termos políticos;997;925;2847041;882;166;NA;1;NA;6;2
Gauge;NA;2020-12-15;2020-12-30;NA;NA;Institucional;Alto;ALERTA 07871/20: (ALTO) Ativista e internautas criticam adesão de marcas ao pedido do Sleeping Giants Brasil;497;354;572130;370;31;NA;1;NA;16;7
Gauge;NA;2020-12-22;2020-12-30;NA;NA;Comunicação;Baixo;ALERTA 04874/20: (Baixo) NA Repercussão nova campanha acredite em 2021;69;58;43709;8;9;NA;NA;NA;9;4
Gauge;NA;2020-12-10;2020-12-19;NA;NA;Diversidade;Baixo;ALERTA 02872/20: (Baixo) Críticas relacionadas as edições do programa de trainee do Itaú;22;11;16419;12;2;NA;NA;NA;10;0
Gauge;NA;2020-12-01;2020-12-22;NA;NA;Produtos e Serviços;Baixo;ALERTA 06873/20: (Baixo) Internautas reclamam problemas com o Iupp;15;11;1351;0;2;NA;NA;NA;22;0
Gauge;NA;2020-11-30;2020-12-30;NA;NA;Instabilidade;Alto;ALERTA 10861/20: (ALTO) Internautas informam instabilidade nos canais digitais;1745;1368;2588087;61;56;NA;1;NA;31;13
Gauge;NA;2020-11-30;2020-12-30;NA;NA;Atendimento;Alto;ALERTA 03860/20: (ALTO) Usuários relatam possíveis problemas com os canais de atendimento do Itaú;584;514;1534741;124;19;NA;1;NA;31;8
Gauge;NA;2020-11-30;2020-12-30;NA;NA;Agência;Alto;ALERTA 11864/20: (ALTO) Menções sobre problemas em agências do Itaú;942;780;726145;44;30;NA;1;NA;31;9
Gauge;NA;2020-11-29;2020-12-29;NA;NA;Relações Trabalhistas;Alto;ALERTA 12863/20: (ALTO) Usuários e perfis sindicais criticam possíveis demissões de bancários;638;178;669697;370;29;NA;1;NA;31;9
Gauge;NA;2020-12-30;2021-01-06;NA;NA;Comunicação;Baixo;Alerta 04875/21 (BAIXO) - Usuários criticam a nova campanha;369;210;100200;NA;46;NA;1;NA;7;3
Gauge;NA;2021-01-04;2021-01-06;NA;NA;Atendimento;Baixo;Alerta 03879/21 (BAIXO) - Internautas aproveitam queixa de influenciador para reclamarem do Itaú;23;22;8853;NA;8;NA;1;NA;3;0
Gauge;NA;2021-01-08;2021-01-09;NA;NA;Produtos e Serviços;Baixo;Alerta 06881/21 (BAIXO) Influenciador reclama de má experiência como cliente do banco;42;36;98209;NA;21;NA;1;NA;2;0
Gauge;NA;2020-12-31;2021-01-13;NA;NA;Institucional;Extremo;Alerta 07877/21: (EXTREMO) Grupos ativistas mencionam marcas a respeito de fake news;5130;4312;4361531;NA;366;NA;1;NA;14;8
Gauge;NA;2021-01-10;2021-01-14;NA;NA;Produtos e Serviços;Baixo;Alerta 06882/21: (BAIXO) Cliente reclama de suposta demora no serviço funerário do Itaú;94;81;1511594;NA;24;NA;1;NA;5;1
Gauge;NA;2021-01-15;2021-01-15;NA;NA;Produtos e Serviços;Baixo;Alerta 06885/21: (BAIXO) Influenciadora reclama que extrato de conta está com endereço desatualizado;18;2;223475;NA;18;NA;1;NA;1;0
Gauge;NA;2021-01-18;2021-01-18;Rafael Fraga;https://twitter.com/rafaelffraga/status/1351159784888795151;Diversidade;Baixo;Alerta 02887/21: (BAIXO) Internauta relata suposto racismo em agência;27;3;1001;NA;27;NA;1;NA;1;0
Gauge;NA;2021-01-15;2021-01-17;NA;NA;Relações Políticas;Baixo;Alerta 08886/21: (BAIXO) Oposição e aliados do Presidente Jair Bolsonaro discutem sobre impeachment e associam ao banco;131;109;237753;NA;44;NA;1;NA;3;1
Gauge;NA;2021-01-12;2021-01-17;NA;NA;Institucional;Moderado;Alerta 07883/21: (MODERADO) Internautas ameaçam boicote ao Itaú e empresas por serem supostos anunciantes no Twitter;1321;803;1854416;NA;220;NA;1;NA;6;3
Gauge;NA;2021-01-14;2021-01-25;NA;NA;Institucional;Baixo;Alerta 07884/21: (BAIXO) Colapso dos hospitais de Manaus e menções de ajuda ao banco;661;601;1127984;NA;73;NA;1;NA;12;6
Gauge;NA;2021-01-21;2021-01-22;NA;NA;Institucional;Baixo;Alerta 07891/21: (BAIXO) Crítica ao suposto valor cedido aos bancos e associação a pandemia;207;207;665738;NA;104;NA;1;NA;2;1
Gauge;NA;2021-01-19;2021-01-23;NA;NA;Produtos e Serviços;Alto;Alerta 06889/21: (ALTO) Itaú no ranking de reclamações, segundo BC;501;441;33396841;NA;167;NA;1;NA;5;2
